Index,id,Age,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,satisfaction_satisfied
58144,12031,-0.42792450385976155,2,-0.9593683832432109,4,4,5,4,5,5,5,5,4,3,4,1,1,5,1.7388930730683327,1,0,0,1
58145,29289,-0.6914056986124645,2,-0.10621674611398993,1,2,2,2,1,1,1,1,4,5,2,4,2,1,-0.7298492686649699,0,0,0,0
58146,27542,-1.6108054561551264,0,-0.366028021468792,3,5,3,3,1,3,1,1,4,5,4,3,4,1,-0.7298492686649699,1,0,1,0
58147,90915,1.030477750054024,2,-1.193780583867109,5,5,5,5,2,2,3,5,5,5,5,3,5,5,-0.7298492686649699,0,0,0,1
58148,87520,0.2993473541333881,0,-1.0792551969714246,3,2,3,3,3,3,3,1,1,3,1,3,1,1,-0.7298492686649699,0,0,1,0
58149,78486,-1.1515808545526753,2,-0.389159470932349,5,0,5,2,5,5,5,5,3,3,5,4,5,5,-0.7298492686649699,0,1,0,1
58150,116156,0.5648504827397484,0,-0.8101532043699071,3,5,3,3,5,4,4,2,2,3,2,5,2,4,-0.7298492686649699,0,0,1,0
58151,122509,-0.8229944565168262,0,0.03994909866167861,3,2,2,3,2,2,2,2,4,2,4,3,4,2,-0.7298492686649699,1,1,0,0
58152,67560,-0.29601355922855527,2,0.6559979562621211,1,1,1,3,1,1,1,1,5,2,5,3,5,1,-0.7298492686649699,1,1,0,0
58153,119492,0.697767641052041,2,1.1481822639546422,4,5,5,5,2,2,1,4,4,3,4,2,4,2,-0.7298492686649699,0,0,0,0
58154,61835,-0.4938354635799624,2,0.5775029881816256,2,2,2,2,5,5,5,5,3,2,5,3,4,5,-0.7298492686649699,1,0,0,1
58155,83476,0.4984315037334507,2,0.06321661799577855,3,3,3,3,5,4,5,5,5,5,5,5,5,5,-0.7298492686649699,1,0,0,1
58156,31321,-0.8887542315728034,0,-0.36425728846639993,3,4,3,1,2,3,2,2,5,3,5,4,5,2,-0.7298492686649699,1,0,1,0
58157,72266,-1.1515808545526753,0,0.02377164390216553,3,3,5,3,3,3,2,3,2,1,3,4,3,3,-0.7298492686649699,1,0,0,0
58158,91331,1.363707633895261,1,-0.8997768527448387,2,4,2,1,2,5,5,1,1,2,5,4,1,3,1.9319980415962446,0,0,1,0
58159,38469,-0.9544920321499282,0,-0.08733019759731034,2,2,2,3,2,2,2,2,5,4,1,2,3,2,-0.048475595037772844,1,1,0,0
58160,95129,-1.807369731343213,0,-1.3823248977130733,1,5,1,2,4,1,4,4,1,5,1,4,4,4,1.8695311176399325,0,0,1,0
58161,3338,0.034361822134250174,0,-1.2626594303226544,2,2,2,2,2,2,2,2,4,3,4,1,4,2,-0.7298492686649699,0,0,0,0
58162,90623,1.8309678573149282,2,-0.8997768527448387,1,1,1,1,4,5,5,4,4,4,4,5,4,3,-0.7298492686649699,0,0,0,1
58163,97517,0.3656786020597645,2,1.2796758572020726,1,1,1,1,5,5,5,4,4,4,4,4,4,5,-0.7298492686649699,0,0,0,1
58164,118768,1.2970238717682996,0,-0.9722644999696465,2,3,2,2,5,2,5,5,1,2,3,4,3,5,1.5480059091752456,1,0,1,0
58165,87567,-0.9544920321499282,0,-0.8411571275769525,2,3,2,3,1,2,1,1,2,3,4,4,3,1,1.6275742547211478,0,1,0,0
58166,25085,-1.0202086092434266,2,-0.6067084305240049,2,2,3,2,5,5,5,5,3,3,3,1,5,5,-0.7298492686649699,1,0,0,1
58167,49304,0.2993473541333881,0,-1.2028997335547158,5,5,5,5,4,5,4,4,2,5,5,1,4,4,-0.7298492686649699,1,0,0,1
58168,121065,1.0970847955459035,2,1.4936356112643614,2,2,2,2,5,4,4,2,2,2,2,4,2,3,1.6604644951483765,0,0,0,1
58169,76595,-0.16397357768671336,2,0.962453504077611,2,2,2,2,4,4,4,2,2,2,2,3,2,2,1.7156449558221845,1,0,0,0
58170,39476,-0.09790067170815119,2,1.597207824782384,1,1,5,1,5,1,2,2,2,2,2,4,2,2,-0.7298492686649699,1,0,0,1
58171,84627,-0.16397357768671336,0,-0.3838029935905172,4,5,4,3,1,4,3,1,3,2,4,3,5,1,1.6095462895482284,0,0,1,0
58172,120784,1.5638639858369836,0,-0.36779998421167426,4,2,4,4,3,4,3,2,2,4,2,2,2,4,1.0550524307525049,0,0,1,0
58173,50228,-0.0317896411453543,2,-1.6263759142580039,2,2,5,2,4,2,4,4,4,4,5,2,4,1,-0.7298492686649699,1,0,0,1
58174,50610,1.230358446402986,0,-1.358605721387381,4,1,0,3,5,0,3,5,3,4,2,1,3,5,-0.7298492686649699,1,0,1,0
58176,4551,-0.23001055446046242,1,-0.29615748407944376,2,5,3,3,4,3,4,4,4,1,3,4,1,4,0.22742418129599642,0,0,1,0
58177,114372,-0.7572119011563379,2,0.07903208935904386,3,3,3,3,5,5,5,5,5,2,4,3,5,5,-0.7298492686649699,1,0,0,1
58178,37960,0.6312962199425015,2,0.37375731580867394,2,2,2,2,5,5,4,5,5,5,5,5,5,3,1.5480059091752456,0,0,0,1
58179,68554,1.9646108475406683,2,1.131747441605768,1,5,1,4,2,5,4,1,1,1,1,4,1,3,-0.7298492686649699,0,0,1,0
58180,46932,2.499730366830135,2,1.741355077176189,2,4,5,4,1,1,2,2,2,2,2,1,2,3,-0.7298492686649699,1,0,0,0
58181,120700,1.4304092236853234,0,-1.1710697724627857,1,4,1,2,4,1,4,4,4,2,5,5,4,4,-0.7298492686649699,1,0,1,0
58182,72966,-1.0202086092434266,2,0.2662068487995121,5,0,5,4,5,5,5,5,3,4,4,3,4,5,-0.7298492686649699,1,1,0,1
58183,36084,1.230358446402986,0,-0.91034690264803,2,5,3,1,4,4,5,4,4,3,4,5,4,5,1.0550524307525049,0,0,1,0
58184,127932,1.4971281596740271,0,1.2214981403609855,3,4,3,4,3,3,3,3,3,4,4,5,5,3,-0.7298492686649699,1,0,1,0
58185,75718,-0.6914056986124645,2,-0.05316217461750949,4,4,4,1,4,4,2,4,5,5,4,5,4,4,1.1138811904988208,0,1,0,1
58186,81275,1.363707633895261,2,0.16677456883957703,2,3,3,3,2,3,3,2,2,2,2,2,2,1,1.569868175921864,1,0,0,0
58187,13334,-1.3484962161230953,2,-0.24673027510054352,3,4,4,4,3,3,3,3,2,4,4,1,3,3,-0.7298492686649699,1,0,0,0
58188,74824,1.1637118969859905,1,0.3035296708561737,2,4,2,4,5,2,1,5,3,3,4,4,5,5,0.5717532519075998,1,0,1,0
58189,100391,-0.42792450385976155,0,0.1856176472401744,2,5,2,2,5,2,2,5,3,2,4,5,4,5,1.4996151162967841,0,0,1,0
58190,97360,1.8309678573149282,0,-0.4726792205003144,4,2,5,2,4,4,4,4,5,3,1,3,4,4,0.22742418129599642,1,0,0,1
58191,117603,0.4984315037334507,2,0.9074877907166493,3,1,1,1,5,3,4,3,3,2,3,3,3,2,1.413053286982947,0,0,0,0
58192,15912,0.034361822134250174,2,1.5731094547833735,2,2,2,2,4,5,5,4,4,4,4,4,4,1,-0.7298492686649699,0,0,0,1
58193,110305,-0.09790067170815119,2,0.02377164390216553,3,3,3,2,1,3,1,1,4,4,4,4,5,1,-0.7298492686649699,1,1,0,0
58194,101366,1.6306162696223192,0,1.18791569919671,4,5,3,1,2,5,5,5,5,3,5,4,5,4,0.35098690532699,0,0,1,1
58195,43027,-0.16397357768671336,0,-1.420534814159764,1,3,1,3,4,1,4,4,2,3,1,4,2,4,-0.7298492686649699,0,1,0,0
58196,40060,-1.6763421739726254,2,-0.056243912400423576,5,0,5,4,4,5,4,4,5,3,5,3,5,4,-0.7298492686649699,1,1,0,1
58197,81757,-0.23001055446046242,0,0.6123726539852059,1,1,1,3,4,1,4,4,2,1,2,2,3,4,-0.36613702844948015,1,1,0,0
58198,61316,-0.8887542315728034,2,0.008936802769354591,5,5,4,5,4,4,4,4,5,5,4,4,4,4,-0.36613702844948015,0,0,0,1
58199,105493,0.4320404515277272,2,-0.6711214351148945,1,1,1,1,2,5,4,5,5,5,5,5,5,3,-0.7298492686649699,0,0,0,1
58200,72703,-0.8887542315728034,2,0.038484517722206915,5,5,5,1,4,0,4,4,3,3,5,5,4,4,-0.7298492686649699,0,1,0,1
58201,1529,0.1667829885755603,2,1.7856653286811408,2,2,2,2,2,4,4,3,3,4,3,4,3,4,0.6698784733221557,1,0,0,1
58202,91336,0.6312962199425015,1,-0.8955575098555253,3,4,3,4,4,3,2,4,4,4,5,4,4,4,-0.7298492686649699,1,0,1,0
58203,118737,-1.872861302528147,0,-0.47083586744043876,1,5,1,4,4,1,4,4,3,5,5,5,5,4,-0.7298492686649699,1,0,1,0
58204,104854,0.8973264600105243,2,1.150990256171663,0,0,0,1,3,4,5,4,4,4,4,5,4,5,1.217322124444035,0,0,0,1
58205,22186,-0.23001055446046242,0,-0.4488117116184571,1,3,2,3,1,1,1,1,4,5,3,3,4,1,1.8597858582566427,0,0,0,0
58206,124339,-1.2172377959228748,2,1.812793620060019,4,4,4,4,3,3,3,3,4,3,5,4,4,3,-0.7298492686649699,1,0,0,1
58207,62630,-1.6763421739726254,0,0.951684281790079,1,4,1,1,5,1,5,5,5,2,4,4,5,5,-0.7298492686649699,0,0,1,0
58208,72397,2.0983109206878474,2,1.6826445706812605,3,3,2,3,5,4,4,4,4,4,4,5,4,4,-0.7298492686649699,0,0,0,1
58209,74997,-1.2828760678960234,2,1.299350819834478,2,2,2,2,2,2,2,2,3,3,4,4,5,2,-0.7298492686649699,1,0,0,1
58210,65487,1.2970238717682996,0,0.5021602208640131,3,5,3,3,3,4,4,5,5,3,5,4,5,3,-0.7298492686649699,0,0,1,0
58211,76394,-1.1515808545526753,0,0.04141246043154405,3,5,3,3,5,3,5,5,4,5,4,5,5,5,-0.7298492686649699,0,0,1,0
58212,2384,0.2993473541333881,2,1.0969131735928912,5,5,5,5,5,4,4,5,5,5,5,4,5,5,-0.7298492686649699,0,0,0,1
58213,122101,0.5648504827397484,0,-1.5248057766185492,4,4,4,1,5,4,5,5,1,1,2,3,1,5,-0.7298492686649699,1,0,1,0
58214,24707,0.2993473541333881,0,-0.9145836003727396,1,4,1,3,4,1,4,4,2,3,4,4,4,4,-0.7298492686649699,0,1,0,0
58215,92759,1.6973846001810804,0,0.47408534971598004,4,2,4,4,4,2,2,3,3,2,4,2,3,2,2.023238398667355,0,0,1,0
58216,92301,0.10055347219059227,2,1.3148300997799778,2,2,2,2,3,5,5,5,5,5,5,4,5,3,-0.7298492686649699,1,0,0,1
58217,50813,-2.069251229125417,0,-1.633890295731476,1,5,0,2,5,0,5,5,3,2,4,5,4,5,-0.7298492686649699,1,0,1,0
58218,80174,-0.42792450385976155,0,1.3095347562555961,3,5,5,5,3,3,3,3,1,4,4,3,1,3,-0.7298492686649699,0,0,0,0
58219,20616,-0.6914056986124645,0,-0.05933053835916539,1,1,1,3,4,1,4,4,3,1,4,1,3,4,-0.7298492686649699,1,0,1,0
58220,125947,-1.7418634741468217,0,0.07042374132092605,1,3,1,2,3,1,3,3,3,2,3,3,5,3,-0.36613702844948015,0,0,1,0
58221,109655,-0.9544920321499282,2,1.2756963496957898,1,5,5,5,1,1,1,1,3,1,3,4,4,1,0.920445786341287,0,0,0,0
58222,115577,-0.09790067170815119,0,-0.9679608321009655,4,2,2,2,4,4,4,4,4,3,3,1,3,4,1.9907952691703994,0,0,0,0
58223,123168,-1.0859046644234112,0,-0.5285528501610136,2,2,3,3,2,3,3,2,4,1,4,2,4,2,-0.7298492686649699,1,1,0,0
58224,85621,1.1637118969859905,0,-1.2189061383442739,1,4,1,4,3,1,3,3,2,1,4,5,3,3,-0.36613702844948015,1,0,1,0
58225,6654,0.697767641052041,2,1.7291673245530341,4,4,4,4,3,4,5,4,4,5,4,4,4,5,0.22742418129599642,1,0,0,1
58226,104724,-0.4938354635799624,2,1.4106773735920057,5,5,2,5,4,4,4,4,5,5,5,4,4,4,0.22742418129599642,0,0,0,1
58227,78785,-0.8887542315728034,0,-0.8101532043699071,2,1,2,4,1,2,1,1,4,5,4,4,4,1,-0.7298492686649699,0,1,0,0
58228,45674,-0.8229944565168262,0,-0.01053090652200551,3,3,3,3,5,3,2,5,2,5,5,3,2,5,-0.7298492686649699,0,1,0,0
58229,21823,1.230358446402986,0,0.00595519446047991,3,4,4,4,2,3,3,3,3,3,3,3,3,1,-0.7298492686649699,0,0,0,0
58230,42010,-1.1515808545526753,2,-1.260345424712576,1,1,1,1,5,5,5,5,5,1,4,3,4,5,-0.7298492686649699,1,0,0,1
58231,61876,0.7642637550999931,2,1.3315036149547146,1,1,1,1,2,5,4,4,4,4,4,4,4,4,1.938486225652179,1,0,0,1
58232,123444,-0.6914056986124645,2,1.1254462413550415,1,1,1,1,5,5,5,5,3,2,4,5,5,5,0.5717532519075998,1,0,0,1
58233,45762,1.1637118969859905,0,-1.3185690542539084,3,2,2,2,1,1,3,3,3,3,3,2,3,2,-0.7298492686649699,0,0,0,1
58234,103188,-1.4796841722063308,2,-0.13808586149132684,3,5,3,2,2,3,3,2,3,4,5,4,5,2,1.4440058449418929,0,0,1,0
58235,20983,-1.414098755399367,0,-0.3483760233758931,2,5,2,3,4,2,4,4,3,5,5,3,4,4,-0.7298492686649699,1,0,1,0
58236,85402,1.230358446402986,2,1.248434145776856,3,3,3,3,4,5,4,4,4,4,4,5,4,4,1.3797238194283887,1,0,0,1
58237,21897,-0.8887542315728034,2,1.8202040528248593,2,2,2,2,4,4,4,4,4,4,5,2,5,4,0.35098690532699,1,0,0,1
58238,32710,0.2993473541333881,2,1.8553344469983444,0,3,0,2,4,2,5,3,3,3,3,3,3,2,-0.7298492686649699,0,0,0,1
58239,98851,-1.5452529269820323,2,0.8854051880178533,2,5,2,1,1,2,1,1,3,2,2,5,4,1,-0.7298492686649699,1,0,1,0
58240,86693,0.23304824810637165,2,0.8825223499975169,2,2,2,2,2,3,4,4,4,4,4,4,4,4,-0.7298492686649699,0,0,0,1
58241,25011,0.10055347219059227,2,1.5738593360479471,1,2,2,2,1,4,3,1,1,1,1,1,1,3,-0.7298492686649699,1,0,0,0
58242,1680,0.10055347219059227,0,-0.5836189214926444,4,5,4,1,4,4,4,4,3,4,5,4,4,4,-0.7298492686649699,1,0,1,1
58243,116029,0.2993473541333881,0,-1.070409512658255,2,1,2,4,1,4,4,3,3,2,3,1,3,4,1.47279603063545,0,0,1,0
58244,16062,0.4320404515277272,2,-0.25348644842468554,1,1,1,1,2,5,5,4,4,4,4,5,4,4,-0.7298492686649699,1,0,0,1
58245,72977,-2.069251229125417,0,0.2662068487995121,2,2,2,3,4,2,4,4,2,2,4,4,4,4,-0.7298492686649699,0,1,0,0
58246,44268,-0.09790067170815119,0,-1.55431638502354,4,5,4,1,5,4,5,5,5,4,2,2,1,5,-0.7298492686649699,1,0,1,0
58247,128115,0.9638914079286166,2,0.7603537312790111,4,4,4,4,2,4,5,4,4,4,4,5,4,5,-0.7298492686649699,1,0,0,1
58248,51830,0.3656786020597645,1,-0.8557209918133569,5,3,3,3,5,5,5,5,3,4,5,2,1,5,-0.7298492686649699,1,0,0,1
58249,120877,-0.9544920321499282,2,0.12837392687264826,1,4,4,4,1,1,1,1,3,1,3,1,3,1,-0.7298492686649699,0,0,0,0
58250,98415,0.8307836450921969,2,1.1543500459493239,4,4,4,4,4,3,4,4,4,4,4,4,4,5,-0.7298492686649699,0,0,0,1
58251,112654,1.030477750054024,2,1.7749193718043907,5,5,2,5,4,4,4,5,5,5,5,3,5,3,-0.36613702844948015,1,0,0,1
58252,5338,1.0970847955459035,2,1.1543500459493239,3,3,3,3,5,5,5,5,2,5,5,5,3,5,1.985096005289836,0,0,0,1
58253,48030,0.4984315037334507,0,0.11722722164527936,4,1,1,1,3,5,2,4,4,4,4,1,4,5,-0.7298492686649699,0,0,0,1
58254,97591,0.3656786020597645,2,1.0535443807478955,3,3,3,3,3,5,5,5,5,5,5,5,5,5,-0.7298492686649699,1,0,0,1
58255,81659,-0.6914056986124645,2,0.00595519446047991,5,4,4,3,5,4,5,5,4,4,4,5,4,5,0.6698784733221557,0,1,0,1
58256,93288,1.6973846001810804,0,-0.05470243250892559,4,4,4,3,2,4,2,2,4,4,4,4,4,2,-0.7298492686649699,1,0,1,0
58257,93172,1.030477750054024,0,0.22779412127087303,1,4,1,5,4,1,5,4,5,2,4,5,4,4,-0.7298492686649699,1,0,1,0
58258,10066,1.0970847955459035,2,-0.5172893735928705,1,1,1,1,5,5,5,4,4,4,4,3,4,4,-0.7298492686649699,0,0,0,1
58259,89040,-0.6914056986124645,2,0.6639853913991032,4,3,3,2,5,3,5,5,5,4,3,5,4,5,1.1138811904988208,0,1,0,1
58260,77359,-1.0859046644234112,0,-0.5285528501610136,0,3,0,1,4,0,4,4,3,3,5,4,5,4,-0.7298492686649699,1,1,0,1
58261,95494,1.4304092236853234,2,-1.1417316173794883,0,0,0,1,4,4,5,4,4,4,4,3,4,5,-0.7298492686649699,1,0,0,1
58262,54617,-0.23001055446046242,2,1.624693032272683,2,2,2,2,5,1,3,5,5,5,5,3,5,2,-0.7298492686649699,0,0,0,1
58263,81832,-1.7418634741468217,0,0.6123726539852059,3,1,3,3,3,3,3,3,1,4,3,4,3,3,1.262903314102669,1,0,1,0
58264,117321,-0.23001055446046242,1,-1.1170711170967162,0,4,0,1,1,0,1,1,3,4,4,3,5,1,-0.048475595037772844,0,0,1,1
58265,71745,1.230358446402986,2,0.8650604630909634,4,4,4,4,2,4,5,4,4,4,4,3,4,3,-0.7298492686649699,0,0,0,1
58266,5975,-1.1515808545526753,2,0.032614001349311084,2,4,2,3,5,2,5,5,3,3,5,3,4,5,1.951360781545055,0,0,1,0
58267,86691,0.6312962199425015,2,0.8825223499975169,3,3,3,3,4,4,5,4,4,4,4,5,4,5,-0.7298492686649699,1,0,0,1
58268,28568,-0.0317896411453543,2,1.3507047222066126,2,2,2,2,5,3,4,4,4,3,4,3,4,3,-0.7298492686649699,0,0,0,1
58269,3021,0.697767641052041,0,-0.6593099218370737,3,2,2,2,3,3,3,3,3,3,4,1,3,3,-0.7298492686649699,1,0,0,0
58270,34949,0.3656786020597645,0,-0.9188252572139582,3,5,3,3,2,5,4,3,3,3,2,4,3,4,-0.7298492686649699,0,0,1,0
58271,107774,2.700607049135286,2,1.1115667562804137,3,5,3,3,3,4,5,5,5,5,5,5,5,4,-0.7298492686649699,0,0,0,1
58272,121880,-1.872861302528147,0,-0.8060403983691248,4,3,4,2,2,4,1,2,2,1,2,2,5,2,-0.7298492686649699,1,0,1,1
58273,69368,-0.42792450385976155,2,1.5541844997837104,2,2,2,2,5,4,5,2,2,3,2,4,2,3,-0.7298492686649699,0,0,0,1
58274,3602,-1.2172377959228748,0,0.13806344003896948,5,1,5,1,1,5,1,1,1,3,1,3,2,1,0.35098690532699,1,0,1,1
58275,106492,0.8973264600105243,2,1.6883659502390438,1,1,1,1,5,5,4,4,4,4,4,3,4,5,-0.7298492686649699,1,0,0,1
58276,86277,-1.5452529269820323,0,-1.0025291434207488,2,1,2,3,4,2,3,4,3,4,3,4,3,4,-0.5419590692304329,0,0,1,0
58277,119466,-0.4938354635799624,2,-0.13808586149132684,5,5,5,5,4,4,4,4,5,4,4,4,5,4,-0.7298492686649699,0,0,0,1
58278,53374,1.363707633895261,2,1.4773159084441336,4,4,4,4,4,2,2,5,5,4,5,3,5,4,-0.5419590692304329,0,0,0,1
58279,10907,0.10055347219059227,2,-0.738893868941426,2,4,4,4,4,4,3,2,2,3,2,1,2,2,-0.7298492686649699,0,0,0,0
58280,80264,-0.0317896411453543,2,1.254045048435438,5,5,5,5,5,4,4,4,4,4,4,5,4,4,1.8906217260709002,0,0,0,1
58281,25250,-1.938338528192348,1,-0.18188603674800224,1,2,1,3,4,1,4,4,2,2,3,3,4,4,-0.5419590692304329,0,1,0,0
58282,11473,-0.23001055446046242,1,-1.1372367033325017,2,3,3,1,4,3,4,4,1,5,4,5,2,4,-0.048475595037772844,0,1,0,0
58283,43239,0.034361822134250174,2,1.6114029683687299,3,3,3,3,2,5,4,4,4,4,4,4,4,4,-0.7298492686649699,0,0,0,1
58284,42683,-0.09790067170815119,0,-0.6711214351148945,4,4,5,4,4,4,4,4,2,5,1,1,1,4,-0.7298492686649699,0,0,0,1
58285,21704,0.9638914079286166,0,-0.2501059075765994,2,4,2,2,2,2,2,2,1,1,5,2,4,2,-0.7298492686649699,1,0,1,0
58286,5294,1.8309678573149282,0,-1.379947372399516,2,1,2,3,1,2,1,1,1,4,3,4,4,1,-0.7298492686649699,1,0,1,0
58287,110914,-0.6255749137523153,0,-0.8997768527448387,3,4,3,4,3,3,3,3,3,5,4,2,4,3,1.4440058449418929,1,1,0,0
58288,125086,-0.16397357768671336,0,-0.9916924217709377,2,4,4,4,2,2,2,2,1,2,4,3,4,2,-0.7298492686649699,0,0,0,0
58289,51617,-1.0859046644234112,0,-0.8019325445560868,3,0,3,2,5,3,5,5,4,5,4,5,2,5,-0.7298492686649699,1,1,0,0
58290,7044,0.7642637550999931,1,-1.1282617914930524,2,5,3,4,5,5,5,3,3,3,3,5,3,5,0.5717532519075998,0,0,1,0
58291,95289,-2.0038017334642717,0,-0.8225213381984376,3,5,3,4,1,3,1,1,4,2,1,4,3,1,0.4656072091311669,0,0,1,0
58292,29691,-0.16397357768671336,2,0.7233355419957239,2,2,2,2,4,4,4,5,5,5,5,2,5,3,-0.7298492686649699,1,0,0,1
58293,80832,-1.2172377959228748,2,-0.3431043980902253,1,5,5,5,1,1,1,1,4,1,3,3,4,1,1.979722460130096,0,0,0,0
58294,88331,-1.0859046644234112,2,0.8170553594303831,3,3,3,3,5,5,5,5,3,3,5,4,4,5,-0.7298492686649699,1,0,0,1
58295,64164,1.8309678573149282,0,0.12420303560472218,1,5,1,2,3,1,3,3,3,2,4,5,5,3,1.6095462895482284,1,0,1,0
58296,112211,0.23304824810637165,2,0.38980500927943396,3,3,3,3,4,4,5,4,4,4,4,3,4,3,-0.5419590692304329,1,0,0,1
58297,114002,-2.1346873125381602,0,0.8687218999491259,5,5,5,5,3,5,3,3,1,4,5,1,4,3,-0.7298492686649699,1,0,1,1
58298,118858,1.1637118969859905,1,-0.47083586744043876,2,1,2,2,2,2,2,1,1,2,1,1,1,3,-0.7298492686649699,0,0,1,0
58299,103442,-0.09790067170815119,2,-0.9230718734343322,2,4,2,1,4,5,5,5,5,2,1,3,5,4,-0.7298492686649699,1,0,1,0
58300,23517,1.9646108475406683,2,1.7407171915606097,5,5,5,5,3,1,1,5,5,5,5,4,5,4,-0.7298492686649699,0,0,0,1
58301,99448,-0.09790067170815119,2,1.695056719142259,4,4,4,4,5,5,4,4,4,4,4,3,4,4,-0.7298492686649699,1,0,0,1
58302,58732,0.5648504827397484,2,1.3599451999602015,1,1,1,1,5,5,5,5,5,4,5,3,5,3,-0.7298492686649699,1,0,0,1
58303,20476,1.030477750054024,2,-1.5248057766185492,0,4,0,4,4,4,5,1,1,1,1,5,1,5,1.262903314102669,1,0,0,1
58304,127538,0.697767641052041,2,1.8596069377216475,3,3,3,3,5,5,5,2,2,2,2,5,2,4,-0.7298492686649699,1,0,0,1
58305,21175,1.030477750054024,2,-1.375196060433828,3,3,3,4,2,3,3,1,1,3,1,2,1,4,1.0550524307525049,1,0,1,0
58306,34361,-0.6914056986124645,0,-0.8515536939841887,1,2,1,4,4,1,4,4,4,5,3,4,3,4,-0.7298492686649699,0,1,0,0
58307,76844,0.8973264600105243,2,0.9889104432686415,4,4,4,4,2,4,4,3,3,4,3,3,3,5,-0.7298492686649699,1,0,0,1
58308,28706,-1.6763421739726254,2,1.3469856325814278,4,4,4,4,4,1,3,5,2,4,5,3,3,3,-0.7298492686649699,0,0,1,0
58309,51113,1.7641685867713024,0,-1.2395753821758706,4,4,4,3,2,4,2,2,2,4,4,3,4,2,-0.7298492686649699,1,0,1,0
58310,93221,-0.09790067170815119,0,0.6524289544716774,1,1,1,3,3,1,3,3,2,2,3,3,4,3,-0.5419590692304329,1,1,0,0
58311,114962,-1.1515808545526753,2,-0.9895288004212986,4,0,4,2,4,4,4,4,5,4,4,5,4,4,0.920445786341287,1,1,0,1
58312,61615,-0.8229944565168262,2,0.7984851428476487,4,4,4,2,2,4,2,2,3,3,4,3,4,2,1.778540596834286,1,1,0,1
58313,78077,-1.414098755399367,2,1.0951410658564462,1,1,1,1,4,4,4,4,5,5,5,4,5,4,-0.7298492686649699,1,0,0,1
58314,7955,0.034361822134250174,2,-0.5210389339143287,2,2,4,2,3,5,4,5,5,5,5,5,5,4,1.3049385140854186,0,0,0,1
58315,42395,-0.7572119011563379,1,-0.10621674611398993,5,1,3,1,5,5,5,5,4,1,4,1,3,5,-0.7298492686649699,1,0,0,1
58316,107328,0.9638914079286166,2,1.578720423375104,5,5,5,5,4,5,5,4,4,4,4,3,4,3,-0.048475595037772844,1,0,0,1
58317,40585,-0.0317896411453543,2,-0.8850308430029382,3,2,3,2,5,3,3,3,3,3,3,1,3,1,-0.7298492686649699,1,0,0,0
58318,58365,-0.0317896411453543,2,-0.5116742795368047,5,5,5,5,3,4,4,2,2,2,2,4,2,3,1.874103146369692,1,0,0,1
58319,28121,0.10055347219059227,0,-0.6047775154763392,5,2,2,2,5,5,5,1,5,3,2,5,3,5,2.0176581245128538,0,0,0,1
58320,32161,0.2993473541333881,2,0.9117097039299347,3,3,5,3,5,4,1,4,4,4,3,2,4,5,-0.7298492686649699,0,0,0,1
58321,83091,1.0970847955459035,0,0.3047550110319926,1,2,2,2,3,4,3,1,1,1,1,4,1,2,-0.7298492686649699,0,0,0,0
58322,39438,3.035628465211967,2,0.8398254376482949,3,5,5,5,2,3,2,4,4,3,4,2,3,2,-0.7298492686649699,0,0,0,0
58323,105229,-1.0859046644234112,0,-0.9572233722727491,2,4,2,4,2,2,2,2,4,2,5,4,5,2,-0.7298492686649699,0,1,0,0
58324,102299,0.697767641052041,0,-0.8934496976515475,3,2,2,2,2,3,4,4,4,3,4,4,4,3,1.6445194663959475,0,0,0,0
58325,118706,1.8977820570897124,0,-0.42515232518172674,2,2,2,3,4,3,2,2,2,2,2,2,2,1,-0.7298492686649699,0,0,1,0
58326,127378,0.1667829885755603,2,1.678247950980713,2,2,2,2,3,5,5,5,5,4,5,5,5,5,-0.7298492686649699,1,0,0,1
58327,27058,1.1637118969859905,1,0.8547413940549432,3,1,3,4,4,4,4,4,4,3,4,4,4,3,-0.7298492686649699,0,0,1,0
58328,59475,1.230358446402986,2,-0.22992572697121363,1,1,3,1,2,4,5,4,4,4,4,4,4,4,-0.5419590692304329,1,0,0,1
58329,16860,-0.9544920321499282,2,1.7746106915882403,5,5,5,5,5,5,5,5,2,2,1,3,4,5,1.1138811904988208,1,0,0,1
58330,27647,1.363707633895261,1,0.050167031067916326,2,5,2,2,3,2,3,3,5,2,4,4,5,3,-0.7298492686649699,1,0,1,0
58331,27671,-0.42792450385976155,2,1.2329781816928798,1,1,1,1,5,5,5,5,4,1,3,2,4,5,-0.7298492686649699,1,0,0,1
58332,20597,1.4971281596740271,1,-0.4488117116184571,1,2,2,2,1,1,1,1,1,4,4,1,3,1,-0.7298492686649699,1,0,0,0
58333,123641,-0.09790067170815119,2,-1.3232605657062309,3,2,2,1,5,2,3,5,5,3,5,5,4,5,-0.7298492686649699,1,1,0,1
58334,121804,0.697767641052041,2,-1.0439916932118236,0,0,0,2,4,4,5,4,4,4,4,4,4,4,-0.7298492686649699,1,0,0,1
58335,119493,1.030477750054024,2,0.7081647763257127,3,3,3,3,4,5,5,5,5,5,5,3,5,4,-0.7298492686649699,0,0,0,1
